source,product_id,trade_id,price,quantity,trade_time,side,collected_at,raw_type,trade_value
coinbase,BTC-USD,185825344,91866.82,0.948338,2026-05-08 22:45:58.357000+00:00,buy,2026-05-08T23:14:50.682392+00:00,match,87120.79634516001
coinbase,BTC-USD,185825712,91175.61,1.075959,2026-05-08 22:45:58.473000+00:00,sell,2026-05-08T23:14:50.683459+00:00,match,98101.21815999
coinbase,BTC-USD,185826142,92445.3,0.689472,2026-05-08 22:45:59.403000+00:00,buy,2026-05-08T23:14:50.684809+00:00,match,63738.4458816
coinbase,BTC-USD,185826430,93119.26,0.138563,2026-05-08 22:46:03.061000+00:00,sell,2026-05-08T23:14:50.685741+00:00,match,12902.884023379998
coinbase,BTC-USD,185825288,92447.7,0.294046,2026-05-08 22:46:05.825000+00:00,sell,2026-05-08T23:14:50.682231+00:00,match,27183.876394199997
coinbase,BTC-USD,185824868,94548.82,1.672909,2026-05-08 22:46:07.057000+00:00,sell,2026-05-08T23:14:50.680929+00:00,match,158171.57191738
coinbase,BTC-USD,185823930,99275.41,1.096709,2026-05-08 22:46:14.511000+00:00,buy,2026-05-08T23:14:50.678063+00:00,match,108876.23562569
coinbase,BTC-USD,185825352,91677.0,2.02729,2026-05-08 22:46:15.213000+00:00,buy,2026-05-08T23:14:50.682412+00:00,match,185855.86532999997
coinbase,BTC-USD,185824844,94471.58,0.976664,2026-05-08 22:46:22.769000+00:00,buy,2026-05-08T23:14:50.680859+00:00,match,92266.99120912
coinbase,BTC-USD,185823698,99763.48,2.480756,2026-05-08 22:46:24.951000+00:00,buy,2026-05-08T23:14:50.677368+00:00,match,247488.85159088
coinbase,BTC-USD,185824766,94864.93,1.581744,2026-05-08 22:46:25.643000+00:00,sell,2026-05-08T23:14:50.680621+00:00,match,150052.03383792
coinbase,BTC-USD,185823838,98974.42,1.475451,2026-05-08 22:46:27.253000+00:00,sell,2026-05-08T23:14:50.677790+00:00,match,146031.90696342
coinbase,BTC-USD,185826898,95714.42,1.010754,2026-05-08 22:46:28.251000+00:00,buy,2026-05-08T23:14:50.687203+00:00,match,96743.73287267999
coinbase,BTC-USD,185824198,98346.68,2.488005,2026-05-08 22:46:29.191000+00:00,buy,2026-05-08T23:14:50.678876+00:00,match,244687.03157339996
coinbase,BTC-USD,185824218,98124.58,1.281682,2026-05-08 22:46:30.585000+00:00,sell,2026-05-08T23:14:50.678941+00:00,match,125764.50794356
coinbase,BTC-USD,185825486,91116.37,0.560853,2026-05-08 22:46:33.479000+00:00,buy,2026-05-08T23:14:50.682814+00:00,match,51102.88946361
coinbase,BTC-USD,185825028,93860.82,0.872178,2026-05-08 22:46:35.121000+00:00,sell,2026-05-08T23:14:50.681416+00:00,match,81863.34226596
coinbase,BTC-USD,185826312,92729.55,0.551908,2026-05-08 22:46:37.773000+00:00,buy,2026-05-08T23:14:50.685362+00:00,match,51178.1804814
coinbase,BTC-USD,185825178,92847.0,0.528778,2026-05-08 22:46:41.979000+00:00,sell,2026-05-08T23:14:50.681876+00:00,match,49095.450966
coinbase,BTC-USD,185826124,92583.51,0.355874,2026-05-08 22:46:42.353000+00:00,sell,2026-05-08T23:14:50.684756+00:00,match,32948.06403774
coinbase,BTC-USD,185826264,92615.32,0.042212,2026-05-08 22:46:45.117000+00:00,buy,2026-05-08T23:14:50.685216+00:00,match,3909.47788784
coinbase,BTC-USD,185826336,92341.24,0.650646,2026-05-08 22:46:45.585000+00:00,buy,2026-05-08T23:14:50.685440+00:00,match,60081.45844104
coinbase,BTC-USD,185823812,98865.26,0.776048,2026-05-08 22:46:47.273000+00:00,sell,2026-05-08T23:14:50.677706+00:00,match,76724.18729248
coinbase,BTC-USD,185824652,95491.31,1.751885,2026-05-08 22:46:48.113000+00:00,sell,2026-05-08T23:14:50.680273+00:00,match,167289.79361934998
coinbase,BTC-USD,185824204,98408.35,0.192181,2026-05-08 22:46:48.113000+00:00,buy,2026-05-08T23:14:50.678900+00:00,match,18912.21511135
coinbase,BTC-USD,185824188,98436.69,0.650803,2026-05-08 22:46:50.529000+00:00,sell,2026-05-08T23:14:50.678845+00:00,match,64062.89316207
coinbase,BTC-USD,185825018,93809.63,0.250071,2026-05-08 22:46:51.295000+00:00,sell,2026-05-08T23:14:50.681384+00:00,match,23459.06798373
coinbase,BTC-USD,185826208,93370.42,2.087022,2026-05-08 22:46:51.449000+00:00,sell,2026-05-08T23:14:50.685041+00:00,match,194866.12068924002
coinbase,BTC-USD,185824578,95906.27,2.255693,2026-05-08 22:46:51.915000+00:00,sell,2026-05-08T23:14:50.680047+00:00,match,216335.10189511
coinbase,BTC-USD,185826510,93710.02,0.591345,2026-05-08 22:46:52.635000+00:00,sell,2026-05-08T23:14:50.686003+00:00,match,55414.9517769
coinbase,BTC-USD,185824020,98717.18,1.113996,2026-05-08 22:46:57.057000+00:00,buy,2026-05-08T23:14:50.678336+00:00,match,109970.54365128
coinbase,BTC-USD,185823896,99485.07,2.321473,2026-05-08 22:46:58.389000+00:00,sell,2026-05-08T23:14:50.677963+00:00,match,230951.90390811002
coinbase,BTC-USD,185825686,91185.58,2.454792,2026-05-08 22:46:59.059000+00:00,sell,2026-05-08T23:14:50.683388+00:00,match,223841.63229936
coinbase,BTC-USD,185825826,92183.83,0.913103,2026-05-08 22:47:06.411000+00:00,buy,2026-05-08T23:14:50.683782+00:00,match,84173.33172449
coinbase,BTC-USD,185824968,93988.13,0.686756,2026-05-08 22:47:08.121000+00:00,sell,2026-05-08T23:14:50.681239+00:00,match,64546.91220628001
coinbase,BTC-USD,185826658,94957.67,0.231278,2026-05-08 22:47:11.095000+00:00,sell,2026-05-08T23:14:50.686456+00:00,match,21961.620002260002
coinbase,BTC-USD,185825444,90654.49,0.444149,2026-05-08 22:47:11.153000+00:00,buy,2026-05-08T23:14:50.682693+00:00,match,40264.101079010004
coinbase,BTC-USD,185826990,95890.93,0.843218,2026-05-08 22:47:11.745000+00:00,sell,2026-05-08T23:14:50.687491+00:00,match,80856.95821273999
coinbase,BTC-USD,185825158,93082.21,1.421146,2026-05-08 22:47:12.095000+00:00,sell,2026-05-08T23:14:50.681814+00:00,match,132283.41041266
coinbase,BTC-USD,185824092,97674.74,2.023723,2026-05-08 22:47:14.433000+00:00,buy,2026-05-08T23:14:50.678544+00:00,match,197666.61785702
coinbase,BTC-USD,185825858,92626.05,2.420351,2026-05-08 22:47:17.663000+00:00,sell,2026-05-08T23:14:50.683895+00:00,match,224187.55274355
coinbase,BTC-USD,185825890,92864.89,1.523507,2026-05-08 22:47:18.353000+00:00,sell,2026-05-08T23:14:50.683982+00:00,match,141480.30996923
coinbase,BTC-USD,185826790,95020.24,0.079011,2026-05-08 22:47:18.883000+00:00,sell,2026-05-08T23:14:50.686867+00:00,match,7507.6441826400005
coinbase,BTC-USD,185825998,93123.94,1.872656,2026-05-08 22:47:21.457000+00:00,sell,2026-05-08T23:14:50.684377+00:00,match,174389.10498464003
coinbase,BTC-USD,185823780,99265.0,2.08458,2026-05-08 22:47:22.809000+00:00,sell,2026-05-08T23:14:50.677602+00:00,match,206925.8337
coinbase,BTC-USD,185824446,96826.99,0.210162,2026-05-08 22:47:23.313000+00:00,sell,2026-05-08T23:14:50.679641+00:00,match,20349.35387238
coinbase,BTC-USD,185826072,92224.29,0.883943,2026-05-08 22:47:25.113000+00:00,buy,2026-05-08T23:14:50.684598+00:00,match,81521.01557547
coinbase,BTC-USD,185824834,94585.5,0.412144,2026-05-08 22:47:32.493000+00:00,sell,2026-05-08T23:14:50.680833+00:00,match,38982.846312
coinbase,BTC-USD,185827018,95658.56,2.24712,2026-05-08 22:47:32.829000+00:00,sell,2026-05-08T23:14:50.687583+00:00,match,214956.26334719997
coinbase,BTC-USD,185825404,91275.61,0.843721,2026-05-08 22:47:33.425000+00:00,buy,2026-05-08T23:14:50.682557+00:00,match,77011.14894481
coinbase,BTC-USD,185826404,92818.52,0.495056,2026-05-08 22:47:38.729000+00:00,buy,2026-05-08T23:14:50.685659+00:00,match,45950.36523712
coinbase,BTC-USD,185823870,99009.05,1.100519,2026-05-08 22:47:46.263000+00:00,buy,2026-05-08T23:14:50.677887+00:00,match,108961.34069695
coinbase,BTC-USD,185826018,92480.27,1.267833,2026-05-08 22:47:46.761000+00:00,buy,2026-05-08T23:14:50.684430+00:00,match,117249.53815491
coinbase,BTC-USD,185826718,94355.87,1.67766,2026-05-08 22:47:51.433000+00:00,sell,2026-05-08T23:14:50.686649+00:00,match,158297.06886419997
coinbase,BTC-USD,185823936,99306.92,2.34523,2026-05-08 22:47:51.873000+00:00,buy,2026-05-08T23:14:50.678079+00:00,match,232897.5679916
coinbase,BTC-USD,185827030,95492.84,1.414028,2026-05-08 22:48:01.031000+00:00,buy,2026-05-08T23:14:50.687626+00:00,match,135029.54955952
coinbase,BTC-USD,185826858,95100.14,1.786924,2026-05-08 22:48:02.481000+00:00,buy,2026-05-08T23:14:50.687074+00:00,match,169936.72256936
coinbase,BTC-USD,185826164,93187.74,1.013354,2026-05-08 22:48:02.985000+00:00,sell,2026-05-08T23:14:50.684895+00:00,match,94432.16907996002
coinbase,BTC-USD,185827034,95385.44,0.884372,2026-05-08 22:48:07.377000+00:00,buy,2026-05-08T23:14:50.687637+00:00,match,84356.21234368
coinbase,BTC-USD,185823806,98939.68,0.072579,2026-05-08 22:48:08.275000+00:00,buy,2026-05-08T23:14:50.677687+00:00,match,7180.94303472
coinbase,BTC-USD,185823746,99066.69,0.213358,2026-05-08 22:48:09.005000+00:00,sell,2026-05-08T23:14:50.677505+00:00,match,21136.67084502
coinbase,BTC-USD,185825476,91011.12,1.099712,2026-05-08 22:48:11.465000+00:00,buy,2026-05-08T23:14:50.682785+00:00,match,100086.02079744
coinbase,BTC-USD,185824996,94010.87,1.375806,2026-05-08 22:48:13.273000+00:00,sell,2026-05-08T23:14:50.681319+00:00,match,129340.71901122
coinbase,BTC-USD,185824722,95356.35,1.911005,2026-05-08 22:48:15.753000+00:00,sell,2026-05-08T23:14:50.680485+00:00,match,182226.46163175002
coinbase,BTC-USD,185824866,94442.81,0.263334,2026-05-08 22:48:20.499000+00:00,buy,2026-05-08T23:14:50.680923+00:00,match,24870.00292854
coinbase,BTC-USD,185826908,95665.53,1.404288,2026-05-08 22:48:24.881000+00:00,sell,2026-05-08T23:14:50.687235+00:00,match,134341.95579264
coinbase,BTC-USD,185824586,95657.59,0.842641,2026-05-08 22:48:30.319000+00:00,sell,2026-05-08T23:14:50.680068+00:00,match,80605.00729519
coinbase,BTC-USD,185825932,92687.28,1.885453,2026-05-08 22:48:31.153000+00:00,sell,2026-05-08T23:14:50.684185+00:00,match,174757.51013784
coinbase,BTC-USD,185824250,97623.55,0.999261,2026-05-08 22:48:34.311000+00:00,sell,2026-05-08T23:14:50.679043+00:00,match,97551.40619655
coinbase,BTC-USD,185824558,96067.44,0.40599,2026-05-08 22:48:34.351000+00:00,sell,2026-05-08T23:14:50.679989+00:00,match,39002.419965600006
coinbase,BTC-USD,185826320,92443.58,1.259301,2026-05-08 22:48:38.925000+00:00,sell,2026-05-08T23:14:50.685388+00:00,match,116414.29273758
coinbase,BTC-USD,185827336,95687.65,1.605951,2026-05-08 22:48:39.361000+00:00,buy,2026-05-08T23:14:50.688566+00:00,match,153669.67720515
coinbase,BTC-USD,185826076,92394.59,0.311496,2026-05-08 22:48:40.529000+00:00,sell,2026-05-08T23:14:50.684611+00:00,match,28780.54520664
coinbase,BTC-USD,185823768,99144.01,1.721667,2026-05-08 22:48:40.605000+00:00,sell,2026-05-08T23:14:50.677571+00:00,match,170692.97026467
coinbase,BTC-USD,185824532,95735.72,1.495228,2026-05-08 22:48:41.633000+00:00,sell,2026-05-08T23:14:50.679910+00:00,match,143146.72914416
coinbase,BTC-USD,185823854,99026.34,1.576694,2026-05-08 22:48:42.451000+00:00,buy,2026-05-08T23:14:50.677839+00:00,match,156134.23611996
coinbase,BTC-USD,185826968,95901.07,1.073224,2026-05-08 22:48:42.649000+00:00,buy,2026-05-08T23:14:50.687420+00:00,match,102923.32994968
coinbase,BTC-USD,185825330,92008.29,1.68001,2026-05-08 22:48:47.437000+00:00,buy,2026-05-08T23:14:50.682356+00:00,match,154574.84728289998
coinbase,BTC-USD,185827140,95733.18,0.164375,2026-05-08 22:48:48.441000+00:00,sell,2026-05-08T23:14:50.687975+00:00,match,15736.141462499998
coinbase,BTC-USD,185824912,94594.44,0.383523,2026-05-08 22:48:50.673000+00:00,sell,2026-05-08T23:14:50.681055+00:00,match,36279.14341212
coinbase,BTC-USD,185826456,93466.55,2.017713,2026-05-08 22:48:56.937000+00:00,sell,2026-05-08T23:14:50.685827+00:00,match,188588.67300015
coinbase,BTC-USD,185824526,95817.53,2.280267,2026-05-08 22:48:59.139000+00:00,sell,2026-05-08T23:14:50.679891+00:00,match,218489.55168051
coinbase,BTC-USD,185825920,92699.22,0.288211,2026-05-08 22:48:59.345000+00:00,buy,2026-05-08T23:14:50.684126+00:00,match,26716.93489542
coinbase,BTC-USD,185824270,97656.43,2.133535,2026-05-08 22:49:03.763000+00:00,buy,2026-05-08T23:14:50.679109+00:00,match,208353.41138005
coinbase,BTC-USD,185827200,95476.87,1.994745,2026-05-08 22:49:04.725000+00:00,buy,2026-05-08T23:14:50.688156+00:00,match,190452.00904814998
coinbase,BTC-USD,185827254,95022.31,0.511838,2026-05-08 22:49:08.523000+00:00,buy,2026-05-08T23:14:50.688319+00:00,match,48636.02910578
coinbase,BTC-USD,185824098,97800.27,1.713467,2026-05-08 22:49:09.279000+00:00,sell,2026-05-08T23:14:50.678560+00:00,match,167577.53523609
coinbase,BTC-USD,185825200,92742.46,0.297662,2026-05-08 22:49:11.005000+00:00,buy,2026-05-08T23:14:50.681942+00:00,match,27605.90612852
coinbase,BTC-USD,185824974,94004.19,0.220133,2026-05-08 22:49:13.083000+00:00,buy,2026-05-08T23:14:50.681259+00:00,match,20693.42435727
coinbase,BTC-USD,185823978,98596.08,0.914041,2026-05-08 22:49:13.095000+00:00,buy,2026-05-08T23:14:50.678206+00:00,match,90120.85955928
coinbase,BTC-USD,185825834,92078.49,1.738251,2026-05-08 22:49:14.139000+00:00,sell,2026-05-08T23:14:50.683804+00:00,match,160055.52732099002
coinbase,BTC-USD,185824118,97752.9,0.683485,2026-05-08 22:49:14.933000+00:00,sell,2026-05-08T23:14:50.678627+00:00,match,66812.6408565
coinbase,BTC-USD,185826152,92856.77,1.945762,2026-05-08 22:49:15.153000+00:00,buy,2026-05-08T23:14:50.684842+00:00,match,180677.17450874002
coinbase,BTC-USD,185826098,92496.33,1.382105,2026-05-08 22:49:22.205000+00:00,buy,2026-05-08T23:14:50.684673+00:00,match,127839.64017464999
coinbase,BTC-USD,185824500,96302.25,1.160667,2026-05-08 22:49:26.145000+00:00,buy,2026-05-08T23:14:50.679804+00:00,match,111774.84360074998
coinbase,BTC-USD,185823814,98987.72,0.980253,2026-05-08 22:49:28.437000+00:00,sell,2026-05-08T23:14:50.677713+00:00,match,97033.00949316
coinbase,BTC-USD,185823972,98660.24,2.178892,2026-05-08 22:49:30.153000+00:00,sell,2026-05-08T23:14:50.678190+00:00,match,214970.00765408
coinbase,BTC-USD,185825192,92675.38,1.98966,2026-05-08 22:49:32.893000+00:00,sell,2026-05-08T23:14:50.681915+00:00,match,184392.4965708
coinbase,BTC-USD,185825146,92926.24,0.078362,2026-05-08 22:49:33.981000+00:00,buy,2026-05-08T23:14:50.681779+00:00,match,7281.886018880001
coinbase,BTC-USD,185824116,97725.97,0.118924,2026-05-08 22:49:36.369000+00:00,sell,2026-05-08T23:14:50.678620+00:00,match,11621.96325628
coinbase,BTC-USD,185825874,92645.93,1.180773,2026-05-08 22:49:41.721000+00:00,sell,2026-05-08T23:14:50.683938+00:00,match,109393.81270389
coinbase,BTC-USD,185825356,91557.64,1.16817,2026-05-08 22:49:43.857000+00:00,sell,2026-05-08T23:14:50.682424+00:00,match,106954.88831879999
coinbase,BTC-USD,185826462,93457.55,0.773823,2026-05-08 22:49:44.523000+00:00,buy,2026-05-08T23:14:50.685847+00:00,match,72319.60171365
coinbase,BTC-USD,185826560,94568.93,2.075788,2026-05-08 22:49:45.413000+00:00,buy,2026-05-08T23:14:50.686159+00:00,match,196305.05006684
coinbase,BTC-USD,185825392,91426.46,0.03066,2026-05-08 22:49:45.613000+00:00,buy,2026-05-08T23:14:50.682523+00:00,match,2803.1352636
coinbase,BTC-USD,185824718,95275.08,0.334287,2026-05-08 22:49:53.745000+00:00,sell,2026-05-08T23:14:50.680473+00:00,match,31849.220667960002
coinbase,BTC-USD,185824576,95975.56,2.371213,2026-05-08 22:49:54.081000+00:00,buy,2026-05-08T23:14:50.680041+00:00,match,227578.49555428
coinbase,BTC-USD,185823990,98407.24,0.51072,2026-05-08 22:49:55.725000+00:00,buy,2026-05-08T23:14:50.678246+00:00,match,50258.5456128
coinbase,BTC-USD,185824738,95038.78,0.877626,2026-05-08 22:49:58.029000+00:00,buy,2026-05-08T23:14:50.680536+00:00,match,83408.50433628
coinbase,BTC-USD,185824376,97287.0,0.693441,2026-05-08 22:50:00.009000+00:00,sell,2026-05-08T23:14:50.679428+00:00,match,67462.794567
coinbase,BTC-USD,185824082,97680.79,1.914954,2026-05-08 22:50:03.223000+00:00,sell,2026-05-08T23:14:50.678513+00:00,match,187054.21953365998
coinbase,BTC-USD,185825960,93045.19,0.506826,2026-05-08 22:50:08.829000+00:00,buy,2026-05-08T23:14:50.684270+00:00,match,47157.72146694
coinbase,BTC-USD,185824870,94431.34,1.829472,2026-05-08 22:50:09.469000+00:00,sell,2026-05-08T23:14:50.680934+00:00,match,172759.49245248
coinbase,BTC-USD,185825906,92798.71,0.269451,2026-05-08 22:50:22.013000+00:00,sell,2026-05-08T23:14:50.684030+00:00,match,25004.70520821
coinbase,BTC-USD,185825380,91544.28,0.333902,2026-05-08 22:50:24.665000+00:00,sell,2026-05-08T23:14:50.682490+00:00,match,30566.818180559996
coinbase,BTC-USD,185826298,92569.3,0.707105,2026-05-08 22:50:27.973000+00:00,buy,2026-05-08T23:14:50.685316+00:00,match,65456.2148765
coinbase,BTC-USD,185826190,93257.14,2.102819,2026-05-08 22:50:29.021000+00:00,sell,2026-05-08T23:14:50.684985+00:00,match,196102.88587766
coinbase,BTC-USD,185825876,92737.59,2.134551,2026-05-08 22:50:31.425000+00:00,buy,2026-05-08T23:14:50.683943+00:00,match,197953.11547209
coinbase,BTC-USD,185825894,92818.54,1.943605,2026-05-08 22:50:32.103000+00:00,buy,2026-05-08T23:14:50.683996+00:00,match,180402.5784367
coinbase,BTC-USD,185824792,94636.76,2.216154,2026-05-08 22:50:32.673000+00:00,buy,2026-05-08T23:14:50.680700+00:00,match,209729.63422103997
coinbase,BTC-USD,185824542,95836.46,1.065657,2026-05-08 22:50:33.453000+00:00,sell,2026-05-08T23:14:50.679942+00:00,match,102128.79445422001
coinbase,BTC-USD,185825560,91079.97,0.370795,2026-05-08 22:50:34.461000+00:00,buy,2026-05-08T23:14:50.683028+00:00,match,33771.99747615
coinbase,BTC-USD,185826536,94281.18,1.729514,2026-05-08 22:50:35.153000+00:00,sell,2026-05-08T23:14:50.686087+00:00,match,163060.62074652
coinbase,BTC-USD,185823850,99208.61,1.420417,2026-05-08 22:50:37.607000+00:00,sell,2026-05-08T23:14:50.677826+00:00,match,140917.59619037
coinbase,BTC-USD,185825424,90859.18,0.562139,2026-05-08 22:50:41.241000+00:00,buy,2026-05-08T23:14:50.682623+00:00,match,51075.48858602
coinbase,BTC-USD,185824312,98242.99,1.283012,2026-05-08 22:50:43.373000+00:00,buy,2026-05-08T23:14:50.679237+00:00,match,126046.93508588002
coinbase,BTC-USD,185825160,92945.07,0.092606,2026-05-08 22:50:45.105000+00:00,sell,2026-05-08T23:14:50.681821+00:00,match,8607.27115242
coinbase,BTC-USD,185824986,94159.0,1.170429,2026-05-08 22:50:47.685000+00:00,buy,2026-05-08T23:14:50.681293+00:00,match,110206.42421099999
coinbase,BTC-USD,185825736,91296.42,1.90883,2026-05-08 22:50:47.949000+00:00,sell,2026-05-08T23:14:50.683529+00:00,match,174269.3453886
coinbase,BTC-USD,185826440,93162.65,0.856589,2026-05-08 22:50:49.681000+00:00,sell,2026-05-08T23:14:50.685774+00:00,match,79802.10120085
coinbase,BTC-USD,185825454,90899.82,2.303472,2026-05-08 22:50:50.493000+00:00,buy,2026-05-08T23:14:50.682720+00:00,match,209385.19017504004
coinbase,BTC-USD,185826150,92771.55,2.389175,2026-05-08 22:50:51.237000+00:00,sell,2026-05-08T23:14:50.684835+00:00,match,221647.46797124998
coinbase,BTC-USD,185826884,95456.78,1.392659,2026-05-08 22:50:55.121000+00:00,buy,2026-05-08T23:14:50.687157+00:00,match,132938.74377802
coinbase,BTC-USD,185823992,98399.53,1.050383,2026-05-08 22:50:55.273000+00:00,buy,2026-05-08T23:14:50.678252+00:00,match,103357.19351999
coinbase,BTC-USD,185827310,95535.12,1.615158,2026-05-08 22:51:00.487000+00:00,buy,2026-05-08T23:14:50.688497+00:00,match,154304.31334896001
coinbase,BTC-USD,185826382,92678.7,0.396566,2026-05-08 22:51:02.263000+00:00,sell,2026-05-08T23:14:50.685585+00:00,match,36753.2213442
coinbase,BTC-USD,185823994,98373.46,0.857047,2026-05-08 22:51:02.759000+00:00,sell,2026-05-08T23:14:50.678258+00:00,match,84310.67877262001
coinbase,BTC-USD,185825174,92833.57,1.517456,2026-05-08 22:51:04.367000+00:00,sell,2026-05-08T23:14:50.681865+00:00,match,140870.85779792
coinbase,BTC-USD,185824336,98170.21,1.0374,2026-05-08 22:51:06.717000+00:00,sell,2026-05-08T23:14:50.679307+00:00,match,101841.77585400002
coinbase,BTC-USD,185825426,90883.15,1.586968,2026-05-08 22:51:09.795000+00:00,sell,2026-05-08T23:14:50.682632+00:00,match,144228.65078919998
coinbase,BTC-USD,185824210,98311.88,1.82889,2026-05-08 22:51:15.243000+00:00,buy,2026-05-08T23:14:50.678916+00:00,match,179801.6142132
coinbase,BTC-USD,185825812,91657.45,1.759038,2026-05-08 22:51:16.873000+00:00,sell,2026-05-08T23:14:50.683743+00:00,match,161228.9375331
coinbase,BTC-USD,185825252,92955.09,1.761856,2026-05-08 22:51:23.153000+00:00,buy,2026-05-08T23:14:50.682104+00:00,match,163773.48304704
coinbase,BTC-USD,185826542,94209.37,2.309131,2026-05-08 22:51:23.703000+00:00,sell,2026-05-08T23:14:50.686107+00:00,match,217541.77675746998
coinbase,BTC-USD,185826438,93084.39,0.100951,2026-05-08 22:51:24.843000+00:00,sell,2026-05-08T23:14:50.685767+00:00,match,9396.96225489
coinbase,BTC-USD,185824408,96905.96,1.461347,2026-05-08 22:51:26.273000+00:00,sell,2026-05-08T23:14:50.679530+00:00,match,141613.23392812
coinbase,BTC-USD,185825850,92536.56,0.465244,2026-05-08 22:51:27.555000+00:00,buy,2026-05-08T23:14:50.683873+00:00,match,43052.07932064
coinbase,BTC-USD,185827350,95691.75,0.447696,2026-05-08 22:51:28.083000+00:00,buy,2026-05-08T23:14:50.688610+00:00,match,42840.813708
coinbase,BTC-USD,185826776,95062.6,2.419156,2026-05-08 22:51:30.129000+00:00,sell,2026-05-08T23:14:50.686825+00:00,match,229971.25916560003
coinbase,BTC-USD,185826220,93119.12,2.327712,2026-05-08 22:51:31.697000+00:00,buy,2026-05-08T23:14:50.685080+00:00,match,216754.49305343998
coinbase,BTC-USD,185824228,98062.67,1.161695,2026-05-08 22:51:35.297000+00:00,sell,2026-05-08T23:14:50.678971+00:00,match,113918.91342565
coinbase,BTC-USD,185825526,90989.97,0.933751,2026-05-08 22:51:38.499000+00:00,sell,2026-05-08T23:14:50.682921+00:00,match,84961.97547747
coinbase,BTC-USD,185824140,97995.7,0.225713,2026-05-08 22:51:39.057000+00:00,buy,2026-05-08T23:14:50.678699+00:00,match,22118.9034341
coinbase,BTC-USD,185823888,99278.55,1.595243,2026-05-08 22:51:44.673000+00:00,buy,2026-05-08T23:14:50.677937+00:00,match,158373.41193765
coinbase,BTC-USD,185824326,98406.24,0.988553,2026-05-08 22:51:45.171000+00:00,buy,2026-05-08T23:14:50.679280+00:00,match,97279.78377072001
coinbase,BTC-USD,185825636,91230.35,0.293318,2026-05-08 22:51:45.561000+00:00,buy,2026-05-08T23:14:50.683249+00:00,match,26759.503801300005
coinbase,BTC-USD,185824548,96071.57,2.049028,2026-05-08 22:51:45.705000+00:00,buy,2026-05-08T23:14:50.679962+00:00,match,196853.33693396
coinbase,BTC-USD,185824776,94986.37,1.824557,2026-05-08 22:51:48.105000+00:00,sell,2026-05-08T23:14:50.680649+00:00,match,173308.04628809
coinbase,BTC-USD,185825414,90910.51,1.813525,2026-05-08 22:51:55.155000+00:00,sell,2026-05-08T23:14:50.682587+00:00,match,164868.48264775
coinbase,BTC-USD,185826710,94463.83,1.154919,2026-05-08 22:52:01.335000+00:00,sell,2026-05-08T23:14:50.686624+00:00,match,109098.07207977
coinbase,BTC-USD,185824908,94798.22,2.285082,2026-05-08 22:52:04.593000+00:00,sell,2026-05-08T23:14:50.681043+00:00,match,216621.70615404
coinbase,BTC-USD,185827360,95246.93,0.869654,2026-05-08 22:52:07.169000+00:00,buy,2026-05-08T23:14:50.688644+00:00,match,82831.87366222
coinbase,BTC-USD,185825090,93201.49,0.435077,2026-05-08 22:52:09.481000+00:00,sell,2026-05-08T23:14:50.681610+00:00,match,40549.824664730004
coinbase,BTC-USD,185824124,97932.84,1.331845,2026-05-08 22:52:09.969000+00:00,sell,2026-05-08T23:14:50.678647+00:00,match,130431.36328979999
coinbase,BTC-USD,185824350,98134.77,0.356003,2026-05-08 22:52:11.001000+00:00,buy,2026-05-08T23:14:50.679347+00:00,match,34936.27252431
coinbase,BTC-USD,185826108,92455.7,0.429569,2026-05-08 22:52:14.145000+00:00,buy,2026-05-08T23:14:50.684705+00:00,match,39716.1025933
coinbase,BTC-USD,185827000,96082.88,2.344225,2026-05-08 22:52:14.205000+00:00,sell,2026-05-08T23:14:50.687524+00:00,match,225239.889368
coinbase,BTC-USD,185825586,91098.26,0.663027,2026-05-08 22:52:14.691000+00:00,buy,2026-05-08T23:14:50.683111+00:00,match,60400.60603302
coinbase,BTC-USD,185826384,92599.15,0.774032,2026-05-08 22:52:14.853000+00:00,buy,2026-05-08T23:14:50.685592+00:00,match,71674.7052728
coinbase,BTC-USD,185824688,95628.37,1.045668,2026-05-08 22:52:17.085000+00:00,buy,2026-05-08T23:14:50.680389+00:00,match,99995.52640116
coinbase,BTC-USD,185823986,98542.84,0.920428,2026-05-08 22:52:18.345000+00:00,buy,2026-05-08T23:14:50.678233+00:00,match,90701.58913552
coinbase,BTC-USD,185827052,94765.26,0.444163,2026-05-08 22:52:30.353000+00:00,sell,2026-05-08T23:14:50.687690+00:00,match,42091.22217738
coinbase,BTC-USD,185824520,96076.26,1.918886,2026-05-08 22:52:32.557000+00:00,buy,2026-05-08T23:14:50.679871+00:00,match,184359.39024636
coinbase,BTC-USD,185824496,96287.41,0.631991,2026-05-08 22:52:33.897000+00:00,buy,2026-05-08T23:14:50.679789+00:00,match,60852.776533309996
coinbase,BTC-USD,185825562,91090.92,2.386656,2026-05-08 22:52:38.673000+00:00,sell,2026-05-08T23:14:50.683033+00:00,match,217402.69076352
coinbase,BTC-USD,185826252,92545.57,0.237984,2026-05-08 22:52:40.113000+00:00,sell,2026-05-08T23:14:50.685181+00:00,match,22024.36493088
coinbase,BTC-USD,185824638,95700.48,0.24021,2026-05-08 22:52:41.193000+00:00,buy,2026-05-08T23:14:50.680227+00:00,match,22988.212300799998
coinbase,BTC-USD,185824208,98363.55,2.388008,2026-05-08 22:52:44.409000+00:00,buy,2026-05-08T23:14:50.678911+00:00,match,234892.9443084
